0.049315	0	-224	13500	2	10	13	7	-161	-114
0.049315	36	-308	13708	5	-9	5	6	-160	-117
0.049315	-20	-344	13636	-13	10	2	7	-160	-114
0.049315	56	-232	13704	-19	-4	16	6	-160	-116
0.049316	16	-276	13548	-2	11	19	7	-160	-115
0.049315	-12	-216	13648	-1	0	27	6	-160	-116
0.049315	8	-308	13548	10	21	22	7	-160	-114
0.049315	0	-228	13532	-8	6	4	6	-160	-117
0.049315	52	-288	13500	18	-1	9	7	-160	-115
0.049315	104	-384	13552	-14	-12	-11	6	-160	-117
0.049315	128	-484	13616	1	-4	-13	7	-160	-115
0.049315	28	-248	13568	6	17	16	6	-160	-117
0.049315	68	-224	13464	-6	1	25	8	-160	-114
0.049315	108	-352	13516	6	23	-22	6	-159	-116
0.049315	116	-312	13704	-12	-10	-6	7	-160	-115
0.049315	72	-376	13580	-2	12	-3	6	-160	-117
0.049315	20	-336	13668	-1	9	26	7	-160	-115
0.049315	-28	-336	13580	17	-7	27	6	-160	-117
0.049315	80	-308	13612	-4	9	12	8	-160	-114
0.049316	28	-220	13572	12	-2	19	6	-159	-116
0.049315	96	-284	13456	2	-3	-5	7	-160	-115
0.049315	36	-232	13656	-5	-5	1	5	-160	-117
0.049315	72	-176	13640	5	-5	-6	7	-160	-114
0.049315	152	-340	13524	9	-4	6	6	-160	-117
0.049315	52	-256	13624	-23	2	2	8	-160	-115
0.049315	20	-280	13592	13	1	0	6	-160	-117
0.049315	108	-336	13460	-8	-9	3	7	-160	-114
0.049315	-76	-400	13516	-5	4	4	5	-160	-117
0.049315	64	-260	13544	-5	-2	10	7	-160	-114
0.049315	4	-348	13564	19	-3	25	6	-160	-117
0.049315	116	-320	13592	9	18	21	7	-160	-115
0.049315	12	-252	13436	-8	-16	12	6	-160	-116
0.049315	84	-412	13500	-5	-2	18	7	-160	-115
0.049315	104	-324	13600	1	-3	12	6	-160	-117
0.049315	232	-272	13636	-15	5	27	7	-160	-115
0.049316	-4	-308	13520	0	8	31	6	-160	-117
0.049315	52	-328	13480	16	-18	8	7	-160	-114
0.049315	-12	-328	13500	-12	6	-11	6	-160	-117
0.049315	16	-296	13588	-4	12	15	8	-160	-115
0.049315	-4	-260	13468	7	-8	-3	5	-160	-117
0.049315	-20	-252	13440	-10	-17	-2	8	-161	-114
0.049315	104	-336	13476	-1	-5	11	6	-160	-117
0.049315	24	-324	13540	15	-9	31	7	-161	-114
0.049315	76	-280	13412	-11	2	24	6	-160	-117
0.049315	28	-220	13484	17	2	36	7	-161	-114
0.049315	116	-236	13632	5	5	-5	5	-160	-117
0.049315	144	-344	13704	-10	5	32	8	-160	-115
0.049315	68	-308	13464	19	7	2	6	-160	-117
0.049316	76	-300	13552	0	11	6	7	-160	-114
0.049315	160	-296	13524	20	15	8	6	-160	-117
0.049315	40	-276	13584	21	21	12	8	-161	-114
0.049315	88	-392	13652	-9	11	27	5	-160	-117
0.049315	112	-344	13508	2	10	-16	7	-160	-114
0.049315	84	-268	13592	-16	0	-4	5	-160	-117
0.049315	92	-308	13728	24	21	106	7	-160	-114
0.049315	200	344	13552	222	-17	99	6	-160	-117
0.049315	32	-416	13836	-35	-22	7	7	-160	-115
0.049315	-264	-328	14068	58	-22	363	6	-161	-117
0.049315	8	-344	13608	63	26	26	7	-161	-115
0.049315	40	-316	13484	-3	28	38	5	-161	-117
0.049315	60	-272	13600	5	2	11	8	-161	-114
0.049315	56	-300	13616	8	18	2	5	-160	-117
0.049315	76	-420	13492	-9	-43	-7	7	-161	-115
0.049316	64	-188	13476	-16	-15	9	5	-161	-117
0.049315	188	-336	13664	4	25	29	7	-161	-114
0.049315	20	-332	13652	-7	17	13	6	-160	-117
0.049315	40	-232	13560	-13	24	-1	8	-161	-115
0.049315	116	-324	13680	-14	-10	11	5	-160	-117
0.049315	76	-360	13652	-5	21	20	8	-161	-115
0.049315	108	-316	13604	-22	13	4	5	-160	-117
0.049315	132	-360	13560	13	14	7	7	-160	-115
0.049315	-48	-756	13872	120	156	100	5	-161	-117
0.049315	-320	-472	13724	121	-110	96	8	-161	-115
0.049315	132	-360	13544	19	66	29	5	-160	-117
0.049315	68	-248	13536	-17	-20	21	7	-161	-115
0.049315	140	-280	13668	-10	190	-8	5	-160	-117
0.049315	-64	0	12940	-170	-236	611	7	-161	-115
0.049316	40	-508	13612	783	-424	80	5	-161	-118
0.049314	120	-532	13776	90	-151	-50	7	-161	-115
0.049316	208	704	13504	-212	-135	-447	4	-160	-118
0.049315	172	-228	13468	18	136	35	6	-161	-115
0.049315	48	-288	13524	146	45	-37	4	-160	-118
0.049315	200	-292	13464	147	-54	-67	7	-161	-116
0.049315	0	-404	13468	-270	394	-1398	4	-161	-118
0.049315	136	-268	13328	-133	143	48	7	-161	-115
0.049315	128	-236	13412	-80	7	52	5	-161	-117
0.049315	0	40	13236	169	116	10	8	-162	-114
0.049315	-32	-384	13452	-103	100	93	6	-162	-117
0.049315	16	-332	13396	2	-166	45	8	-162	-115
0.049315	220	-2020	13568	-130	-423	-3246	5	-161	-117
0.049315	296	-2248	13524	223	-460	-3151	8	-162	-116
0.049315	1388	-1704	13652	418	388	-3239	8	-161	-119
0.049315	-968	272	13056	-102	20	-7433	11	-161	-116
0.049316	768	-248	13332	-164	-173	-772	11	-162	-119
0.049315	208	-396	13484	380	119	76	14	-162	-116
0.049315	-140	-384	13512	31	78	3345	12	-161	-119
0.049315	-168	-100	13608	-512	-64	3436	14	-162	-117
0.049315	344	-52	13448	-105	-49	2446	10	-161	-119
0.049315	376	-544	13712	-93	73	2378	11	-162	-116
0.049315	328	-460	13488	-437	121	2459	9	-161	-119
0.049315	184	-400	13576	-741	168	1866	10	-162	-115
0.049315	-420	-600	13668	-3723	102	2835	7	-161	-117
0.049315	-1568	-360	13204	4073	13892	7826	9	-163	-111
0.049315	-2808	-232	13640	2853	19624	8570	14	-163	-114
0.049315	-3240	480	13172	1187	22563	6853	35	-160	-117
0.049315	-4980	20	12636	-737	10783	473	55	-157	-123
0.049315	-7852	324	11492	-2433	11800	1187	74	-151	-124
0.049315	-9900	1216	10236	2565	22703	4647	83	-149	-124
0.049316	-11464	1748	7776	4905	30296	11567	104	-139	-125
0.049315	-12800	1572	7204	1677	23176	1023	124	-123	-138
0.049315	-13976	1348	5692	2536	15223	-5087	145	-102	-143
0.049315	-15096	1220	3652	-745	13708	-7790	157	-88	-146
0.049315	-15816	524	2132	-481	10749	-5950	170	-72	-136
0.049315	-15392	784	2400	1218	12609	-1419	177	-66	-131
0.049315	-15472	-120	-224	-1403	12978	-2593	185	-51	-126
0.049315	-18736	-2152	7744	-4951	13425	-2985	189	-41	-125
0.049315	-16488	-704	-2804	601	5610	-1142	193	-23	-119
0.049315	-16172	-644	-3308	184	2452	-747	194	-19	-121
0.049315	-16292	-772	-3380	85	713	-42	195	-13	-118
0.049315	-16416	-516	-2968	-352	2189	-975	195	-14	-120
0.049315	-16432	-860	-3660	143	3347	-1694	195	-10	-117
0.049316	-16048	-1408	-4364	-447	2029	60	195	-9	-117
0.049315	-16252	-744	-4116	-40	255	1363	195	-4	-115
0.049315	-16216	-732	-4432	52	60	200	194	-6	-119
0.049315	-16200	-864	-4404	47	702	-293	194	-3	-117
0.049315	-16056	-876	-4368	84	-136	-144	194	-5	-119
0.049315	-16136	-912	-4204	48	-771	183	195	-2	-117
0.049315	-16096	-864	-4124	-51	-10	-344	194	-5	-119
0.049315	-16184	-952	-4212	41	439	-2	195	-3	-117
0.049315	-16236	-888	-4356	-20	211	35	194	-5	-118
0.049315	-16184	-908	-4488	-35	-288	-196	194	-3	-116
0.049315	-16244	-956	-4336	-7	-92	28	195	-6	-119
0.049315	-16208	-976	-4376	-26	56	-203	194	-3	-116
0.049315	-16156	-936	-4360	23	39	105	195	-6	-118
0.049315	-16204	-788	-4368	-68	199	-38	194	-3	-116
0.049315	-16148	-856	-4512	21	174	148	194	-5	-118
0.049316	-16236	-908	-4396	-16	210	114	194	-2	-116
0.049315	-16240	-884	-4432	-52	9	-34	195	-6	-118
0.049315	-16008	-880	-4536	7	188	163	195	-2	-116
0.049315	-16084	-900	-4668	-77	7	-68	194	-4	-118
0.049315	-16192	-860	-4456	-72	112	108	195	-2	-117
0.049315	-16160	-908	-4476	-63	-185	-147	194	-5	-118
0.049315	-16224	-908	-4372	-8	-11	-19	194	-2	-116
0.049315	-16152	-976	-4468	-1	42	15	194	-5	-118
0.049315	-16232	-852	-4556	-13	-1	-157	194	-2	-116
0.049315	-16184	-976	-4432	32	-12	89	195	-5	-118
0.049315	-16260	-832	-4528	-40	167	-145	194	-2	-116
0.049315	-16132	-840	-4500	2	26	61	194	-5	-118
0.049315	-16156	-920	-4464	-38	-88	-58	194	-2	-117
0.049315	-16192	-1016	-4484	15	-134	-4	195	-5	-118
0.049316	-16200	-968	-4444	21	-127	-20	195	-2	-116
0.049315	-15928	-744	-4368	-146	-1626	1995	195	-5	-117
0.049315	-16280	-916	-3316	431	-4755	-814	195	-4	-117
0.049315	-16172	-724	-3072	233	-3542	2620	194	-9	-119
0.049315	-16996	-4	-3124	4325	-4268	8566	194	-11	-119
0.049315	-16708	-544	-440	740	-8023	2666	192	-17	-128
0.049315	-16076	816	-924	-4503	-19787	72	189	-22	-131
0.049315	-14512	1840	3280	-977	-20745	4408	185	-43	-133
0.049315	-15444	936	64	489	-18268	1871	178	-63	-134
0.049315	-13928	1636	6080	383	-14168	-498	164	-84	-139
0.049315	-13064	1168	7372	481	-29683	5699	158	-94	-137
0.049315	-12032	2064	5592	-634	-18034	-132	136	-114	-143
0.049315	-8276	3508	10764	3220	-18862	3623	115	-130	-139
0.049315	-7784	2600	10812	-2578	-15571	6751	97	-139	-142
0.049315	-6528	1200	12244	412	-17051	-414	80	-145	-142
0.049315	-4608	1700	12624	-4152	-14737	2224	58	-152	-143
0.049316	-4092	176	12688	-1667	-16513	2253	44	-155	-138
0.049315	-1072	2816	13056	-2095	-15060	5138	22	-158	-137
