0.049315	24	-200	13588	1	18	22	-2	-164	-113
0.049315	144	-260	13616	3	-13	17	-2	-164	-114
0.049315	40	-212	13568	-5	9	5	-3	-164	-114
0.049315	96	-240	13668	-19	-1	3	-2	-163	-114
0.049315	40	-172	13660	-10	7	-19	-2	-164	-114
0.049316	148	-136	13608	16	17	4	-1	-164	-113
0.049315	96	-268	13552	2	-9	-21	-3	-164	-114
0.049315	0	-116	13636	-12	-4	6	-2	-163	-114
0.049315	96	-224	13664	-1	7	2	-3	-164	-115
0.049315	4	-244	13656	-16	1	-14	-2	-163	-113
0.049315	-28	-160	13616	31	-7	16	-3	-164	-114
0.049315	140	-216	13684	-28	-7	16	-2	-164	-114
0.049315	136	-120	13588	-18	20	2	-3	-164	-114
0.049315	200	-108	13464	27	-12	4	-2	-164	-114
0.049315	36	-176	13676	16	19	-3	-3	-164	-114
0.049315	92	-188	13608	-8	9	22	-2	-164	-114
0.049315	76	-288	13568	-8	-13	7	-2	-164	-114
0.049315	36	-284	13520	8	-18	-4	-2	-164	-114
0.049315	112	-160	13404	25	-5	14	-3	-164	-114
0.049315	60	-192	13544	-15	-13	13	-2	-164	-114
0.049315	8	-180	13488	8	27	0	-3	-164	-115
0.049316	164	-172	13520	14	8	17	-2	-164	-114
0.049315	156	-228	13692	-10	0	0	-3	-164	-114
0.049315	-16	-144	13508	3	13	3	-1	-164	-114
0.049315	28	-212	13536	12	-9	19	-3	-165	-114
0.049315	20	-212	13652	-19	11	-7	-1	-164	-114
0.049315	68	-220	13608	42	8	-14	-3	-164	-114
0.049315	76	-164	13436	13	-23	9	-1	-164	-114
0.049315	76	-232	13596	-18	-25	7	-3	-164	-114
0.049315	64	-188	13604	-5	5	18	-2	-164	-114
0.049315	68	-176	13648	-9	13	22	-3	-164	-115
0.049315	56	-204	13768	26	-33	-11	-1	-164	-113
0.049315	32	-216	13544	7	-10	14	-3	-164	-114
0.049315	28	-216	13616	-45	-10	6	-1	-164	-114
0.049315	12	-188	13564	-8	-5	17	-4	-164	-114
0.049316	64	-184	13592	43	10	-4	-1	-164	-114
0.049314	-24	-220	13608	8	-22	-13	-3	-165	-114
0.049316	72	-300	13688	-37	-8	4	-1	-164	-114
0.049315	48	-220	13392	-3	-1	16	-3	-164	-114
0.049315	68	-236	13432	32	1	-2	-2	-164	-114
0.049315	-24	-156	13696	-6	26	-11	-3	-164	-114
0.049315	56	-204	13608	-6	-22	1	-1	-164	-113
0.049315	-20	-180	13516	-13	6	19	-3	-165	-114
0.049315	32	-164	13544	27	3	-16	-2	-164	-113
0.049315	68	-156	13524	10	-2	19	-3	-164	-114
0.049315	20	-148	13668	5	17	-2	-1	-164	-113
0.049315	60	-164	13600	-32	-25	25	-4	-164	-114
0.049315	144	-212	13740	6	-4	1	-1	-164	-114
0.049315	20	-144	13580	41	2	-9	-3	-164	-114
0.049316	116	-292	13456	11	-1	10	-1	-164	-114
0.049315	92	-264	13596	-20	-10	-18	-4	-164	-115
0.049315	36	-160	13720	-17	-3	3	-2	-164	-113
0.049315	20	-256	13576	22	10	-22	-3	-164	-115
0.049315	-28	-148	13548	6	3	21	-1	-164	-113
0.049315	8	-132	13552	-2	-6	10	-3	-164	-114
0.049315	96	-224	13432	-9	12	-3	-1	-164	-113
0.049315	8	-276	13500	34	5	17	-3	-164	-115
0.049315	48	-176	13404	17	12	5	-1	-164	-113
0.049315	64	-160	13628	-24	10	2	-3	-164	-114
0.049315	28	-208	13652	-18	-2	22	-1	-163	-113
0.049315	44	-232	13708	1	9	-5	-4	-164	-114
0.049315	4	-192	13596	13	13	15	-1	-163	-113
0.049315	84	-124	13544	-7	-18	3	-3	-164	-115
0.049315	-4	-116	13536	5	-20	-19	-1	-163	-113
0.049315	16	-212	13296	-5	5	11	-3	-164	-114
0.049316	100	-172	13396	18	-13	13	-2	-164	-113
0.049315	0	-180	13544	-11	4	6	-4	-164	-115
0.049315	92	-132	13612	-15	0	25	-1	-163	-113
0.049315	132	-192	13600	-6	-22	17	-3	-163	-114
0.049315	100	-164	13524	45	16	-32	-1	-164	-113
0.049315	88	-284	13704	-15	18	-15	-3	-164	-114
0.049315	-8	-268	13556	-14	-4	14	-1	-163	-113
0.049315	0	-276	13516	-5	-12	-9	-4	-164	-114
0.049315	0	-312	13468	15	17	5	-1	-163	-113
0.049315	40	-128	13472	-11	-10	-4	-3	-163	-113
0.049315	124	-176	13648	-15	-9	13	-1	-163	-113
0.049315	160	-268	13692	-45	-27	-10	-3	-164	-114
0.049315	36	-276	13540	17	19	32	-1	-163	-112
0.049316	24	-220	13608	29	12	5	-4	-164	-115
0.049315	72	-156	13500	9	-24	-2	-2	-163	-112
0.049315	64	-256	13632	3	17	-1	-4	-163	-114
0.049315	72	-236	13676	-1	13	8	-1	-163	-113
0.049315	44	-60	13524	28	-2	-2	-4	-163	-114
0.049315	60	-268	13604	-4	14	-10	-1	-163	-113
0.049315	28	-208	13536	-32	-15	-24	-4	-163	-114
0.049315	-68	-272	13772	25	20	-25	-1	-163	-113
0.049315	36	-328	13560	0	-12	6	-4	-164	-114
0.049315	28	-196	13664	12	3	-19	-1	-163	-113
0.049315	76	-164	13524	-35	1	17	-4	-163	-114
0.049315	12	-236	13544	-4	-3	8	-1	-163	-112
